[2024-10-04 22:01:56,067] multiqc                                            [DEBUG  ]  This is MultiQC v1.17
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298307_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298308_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298299_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298305_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298282_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298291_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298286_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298302_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298281_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298300_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298283_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298285_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298288_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298298_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298280_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298302_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298309_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298299_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298306_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298287_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298304_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298283_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/SRX298291_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-10-04 22:02:20,108] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 60 reports
[2024-10-04 22:02:29,123] multiqc.modules.cutadapt.cutadapt                  [INFO   ]  Found 60 reports
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298304_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298295_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298281_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298282_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298307_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298305_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298300_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298301_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298288_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298293_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298282_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298308_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298307_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298303_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298292_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298308_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298302_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298296_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298293_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298309_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298295_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298294_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298302_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298297_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298281_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298285_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298283_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298290_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,526] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298309_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298288_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298284_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298304_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298294_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298303_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298292_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298287_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298297_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298298_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298300_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298284_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298305_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298280_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298289_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298289_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298291_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298285_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298299_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298296_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298301_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298291_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298287_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298299_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298280_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298283_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298306_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298286_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298286_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298298_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298290_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/SRX298306_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,527] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298281_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,703] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298280_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298301_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,844] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298298_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,877] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298300_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,933] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298289_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:32,966] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298301_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,010] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298303_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,044] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298297_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298303_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,143] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298306_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,184] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298304_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,250] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298296_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,280] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298296_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,318] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298294_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,374] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298308_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,445] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298289_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,493] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298285_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,532] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298294_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,570] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298305_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,617] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298292_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,679] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298286_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,728] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298284_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,761] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298290_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,813] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298309_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,848] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298282_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,886] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298290_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,939] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298295_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:33,993] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298293_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,032] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298284_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,104] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298288_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,141] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298295_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,183] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298287_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,219] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298297_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,262] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298292_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,328] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298307_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,377] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298293_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,413] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298307_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,452] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298308_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,504] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298299_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,536] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298305_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,579] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298282_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,612] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298291_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,672] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298286_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,719] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298302_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,755] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298281_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,790] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298300_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,844] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298283_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,889] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298285_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:34,961] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298288_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-10-04 22:02:35,007] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/SRX298298_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
